,SPY,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLRE,XLU,XLV,XLY
2018-07-27,5.520680889598191,3.231750129009316,3.8144261249808613,3.3045389295572085,3.188663873580234,4.20008674179236,3.5078130602011126,3.76943073699346,3.217515188929451,3.0275689831941683,4.344586584649266,3.948381317171092
2018-07-30,5.51544339816873,3.229893474552624,3.798557579815582,3.312726824575689,3.1893747091036286,4.190170517897134,3.492102300916882,3.7683058983277498,3.2165905006592075,3.02147151915301,4.3451547158129715,3.9403771194240007
2018-07-31,5.52036076457564,3.2389753560868826,3.805182988730153,3.3109126365756576,3.1822446210300153,4.211987998472035,3.4947849565861424,3.772983568859017,3.235836657311936,3.0304148242121,4.355553969644097,3.94506141716827
2018-08-01,5.51868858484354,3.2287100462146383,3.801047287026741,3.296941246592807,3.1822446210300153,4.198374924208464,3.50376882470285,3.764548067509168,3.2424710635794796,3.0239532966378206,4.355779075663471,3.9401060239380974
2018-08-02,5.524121559783632,3.2220917024635054,3.807656021390657,3.29140313297287,3.182602430360866,4.19705623281953,3.5162674578004767,3.774662443786331,3.2376502742464095,3.0288979887470697,4.359481882198516,3.9469469275748446
2018-08-03,5.528397254977057,3.231581553095748,3.8144261249808613,3.2862331738260195,3.1883086202252935,4.19797972862621,3.519848999771654,3.7863343999392995,3.250553722279392,3.0400292718327675,4.365400924317799,3.9503498731052105
2018-08-06,5.532057710216155,3.231244165278893,3.8243948444719966,3.289947324711422,3.193628439584463,4.1994289701245755,3.525197712509859,3.7872550683869215,3.248464403526633,3.040779217113158,4.367180706301042,3.9570323875830735
2018-08-07,5.535354553349159,3.2346129319924057,3.825608595992072,3.2973354836814277,3.1982163394850924,4.206512565631683,3.529020204206895,3.781163559642996,3.2463710072791905,3.0392783071940292,4.367291722640254,3.9616394185616572
2018-08-08,5.534934197348042,3.230400121972095,3.8247995087747624,3.290080055649237,3.200678104088674,4.202058149823722,3.531742131434644,3.773543565490357,3.2400634992169,3.0340073567931927,4.368846784611629,3.9626994828837376
2018-08-09,5.533567090085066,3.2357891743175715,3.8302479173124517,3.2807688859011,3.1946893440897246,4.196528498583327,3.532149369522589,3.77055413604279,3.2418696970401637,3.038527143672781,4.367736148492291,3.966401208676199
2018-08-10,5.526844593199805,3.2212398953157235,3.8217596089570653,3.2868975523399953,3.1829599535421824,4.187642952259211,3.5241029310996836,3.766804583635341,3.2321989236230606,3.0341961432023066,4.3633944266009745,3.9580088173165278
